contact_id,contact_date,contact_ts,search_id,user_id,listing_id,seller_type,dealer_id,dealer_tier,listed_price_eur,is_featured,photo_count,price_position_vs_market,dealer_response_time_hours,lead_channel
cnt_000000000915,2024-12-07,2024-12-07T18:01:26,srch_000000242859,usr_000021722,lst_000024753,dealer,dlr_000233,mid,9138.01,1,17,0.073,5.93,call
cnt_000000000916,2024-12-07,2024-12-07T18:57:11,srch_000000243123,usr_000007501,lst_000021118,dealer,dlr_000279,small,5980.87,0,10,0.036,15.15,message
cnt_000000000917,2024-12-07,2024-12-07T13:26:28,srch_000000243245,usr_000014394,lst_000008483,dealer,dlr_000099,mid,10602.85,0,8,0.0178,4.16,call
cnt_000000000918,2024-12-07,2024-12-07T15:34:17,srch_000000243345,usr_000014749,lst_000002132,dealer,dlr_000118,small,30022.22,1,16,0.0256,1.46,chat
cnt_000000000919,2024-12-08,2024-12-08T16:54:24,srch_000000243615,usr_000008792,lst_000009649,dealer,dlr_000055,small,8879.35,1,15,0.1135,3.9,call
cnt_000000000920,2024-12-08,2024-12-08T18:19:59,srch_000000243829,usr_000007791,lst_000015827,dealer,dlr_000107,small,4142.57,1,9,0.0678,2.31,message
cnt_000000000921,2024-12-09,2024-12-09T08:53:06,srch_000000244323,usr_000004939,lst_000004784,dealer,dlr_000176,small,2951.67,0,21,0.0389,16.18,call
cnt_000000000922,2024-12-09,2024-12-09T09:15:18,srch_000000244345,usr_000013573,lst_000029927,dealer,dlr_000248,small,4614.71,1,15,0.0532,12.36,call
cnt_000000000923,2024-12-10,2024-12-10T22:51:20,srch_000000244645,usr_000015575,lst_000022723,dealer,dlr_000199,small,11727.39,0,24,0.0403,11.52,message
cnt_000000000924,2024-12-11,2024-12-11T21:16:45,srch_000000245219,usr_000009754,lst_000026456,dealer,dlr_000230,small,1977.12,0,9,0.04,9.77,call
cnt_000000000925,2024-12-12,2024-12-12T16:27:32,srch_000000245344,usr_000006311,lst_000028812,dealer,dlr_000059,mid,7595.99,0,21,-0.0732,9.7,call
cnt_000000000926,2024-12-12,2024-12-12T07:37:06,srch_000000245543,usr_000015861,lst_000017166,dealer,dlr_000022,small,8068.78,0,14,0.0006,4.64,message
cnt_000000000927,2024-12-12,2024-12-12T08:10:03,srch_000000245654,usr_000003664,lst_000026109,dealer,dlr_000080,small,19455.52,0,13,0.0908,18.6,call
cnt_000000000928,2024-12-13,2024-12-13T17:05:09,srch_000000245966,usr_000007696,lst_000016083,dealer,dlr_000221,enterprise,12603.64,1,16,0.0527,6.2,chat
cnt_000000000929,2024-12-13,2024-12-13T18:14:17,srch_000000246121,usr_000000651,lst_000026045,private,,private,16853.92,0,23,-0.0817,8.38,message
cnt_000000000930,2024-12-13,2024-12-13T13:48:23,srch_000000246145,usr_000010383,lst_000030809,dealer,dlr_000017,mid,6006.44,1,14,0.0332,7.95,call
cnt_000000000931,2024-12-14,2024-12-14T15:50:12,srch_000000246645,usr_000006026,lst_000022160,dealer,dlr_000200,small,31714.2,1,13,0.0364,24.23,message
cnt_000000000932,2024-12-15,2024-12-15T08:01:16,srch_000000247043,usr_000011881,lst_000009211,dealer,dlr_000214,small,33004.23,0,16,0.0203,27.34,message
cnt_000000000933,2024-12-15,2024-12-15T14:11:09,srch_000000247185,usr_000014161,lst_000011456,dealer,dlr_000045,small,14655.11,0,10,0.0388,13.97,message
cnt_000000000934,2024-12-15,2024-12-15T22:20:48,srch_000000247266,usr_000010139,lst_000022137,dealer,dlr_000093,small,5495.65,0,13,-0.0088,5.85,chat
cnt_000000000935,2024-12-16,2024-12-16T19:31:31,srch_000000247424,usr_000008104,lst_000026476,dealer,dlr_000239,small,14036.07,0,9,0.0288,13.08,call
cnt_000000000936,2024-12-16,2024-12-16T12:52:36,srch_000000247560,usr_000014302,lst_000024039,dealer,dlr_000133,mid,17058.31,0,16,-0.0832,1.52,message
cnt_000000000937,2024-12-16,2024-12-16T10:14:58,srch_000000247787,usr_000012277,lst_000028047,dealer,dlr_000268,mid,6660.11,1,12,0.0835,11.48,call
cnt_000000000938,2024-12-16,2024-12-16T08:05:10,srch_000000247789,usr_000016038,lst_000007588,dealer,dlr_000214,small,22716.53,0,14,0.0504,27.34,message
cnt_000000000939,2024-12-16,2024-12-16T12:55:07,srch_000000247819,usr_000011284,lst_000025432,dealer,dlr_000095,small,20546.74,0,9,0.0275,13.31,call
cnt_000000000940,2024-12-17,2024-12-17T11:12:31,srch_000000247943,usr_000015479,lst_000031793,dealer,dlr_000156,mid,2475.15,1,5,0.0065,7.54,message
cnt_000000000941,2024-12-18,2024-12-18T21:49:48,srch_000000248395,usr_000002391,lst_000021808,private,,private,6305.12,0,11,0.014,24.77,message
cnt_000000000942,2024-12-19,2024-12-19T09:34:17,srch_000000248924,usr_000019871,lst_000024609,dealer,dlr_000238,small,7293.47,1,7,-0.0349,10.51,message
cnt_000000000943,2024-12-19,2024-12-19T18:47:33,srch_000000248994,usr_000008595,lst_000017639,private,,private,7549.55,0,19,-0.0946,22.77,message
cnt_000000000944,2024-12-19,2024-12-19T14:32:53,srch_000000249098,usr_000010084,lst_000017880,dealer,dlr_000070,small,5838.17,1,12,0.0475,13.79,chat
cnt_000000000945,2024-12-20,2024-12-20T16:15:40,srch_000000249339,usr_000020102,lst_000028047,dealer,dlr_000268,mid,6660.11,1,12,0.0835,11.48,message
cnt_000000000946,2024-12-20,2024-12-20T20:39:46,srch_000000249642,usr_000013838,lst_000028403,dealer,dlr_000069,mid,10956.14,1,20,0.0851,11.43,call
cnt_000000000947,2024-12-21,2024-12-21T07:18:18,srch_000000249831,usr_000008368,lst_000005672,dealer,dlr_000066,small,11382.34,1,12,0.0595,11.32,message
cnt_000000000948,2024-12-21,2024-12-21T09:00:40,srch_000000249919,usr_000012483,lst_000019880,dealer,dlr_000007,small,17607.53,0,16,-0.038,13.04,chat
cnt_000000000949,2024-12-21,2024-12-21T08:58:11,srch_000000250087,usr_000009700,lst_000012977,dealer,dlr_000031,small,10969.19,1,12,0.0312,6.68,call
cnt_000000000950,2024-12-22,2024-12-22T14:30:08,srch_000000250521,usr_000017953,lst_000023244,dealer,dlr_000092,enterprise,5422.44,0,11,0.0663,5.53,message
cnt_000000000951,2024-12-22,2024-12-22T08:50:25,srch_000000250865,usr_000001926,lst_000025230,dealer,dlr_000025,small,21221.93,1,16,0.1105,7.05,call
cnt_000000000952,2024-12-23,2024-12-23T20:22:40,srch_000000250927,usr_000011683,lst_000005875,private,,private,8790.55,0,19,-0.0083,16.11,call
cnt_000000000953,2024-12-23,2024-12-23T13:04:10,srch_000000251275,usr_000014004,lst_000029247,private,,private,14577.62,0,19,-0.0278,29.67,chat
cnt_000000000954,2024-12-24,2024-12-24T13:26:26,srch_000000251558,usr_000020165,lst_000010775,private,,private,6031.69,0,19,-0.1792,16.1,message
cnt_000000000955,2024-12-25,2024-12-25T20:41:48,srch_000000251929,usr_000008266,lst_000020823,dealer,dlr_000081,enterprise,7290.71,0,18,-0.0013,4.0,message
cnt_000000000956,2024-12-25,2024-12-25T20:22:02,srch_000000252084,usr_000012777,lst_000001539,dealer,dlr_000266,small,21220.23,0,17,0.0548,3.78,chat
cnt_000000000957,2024-12-25,2024-12-25T18:45:50,srch_000000252224,usr_000008133,lst_000000733,dealer,dlr_000159,enterprise,6145.41,1,25,0.0024,10.41,call
cnt_000000000958,2024-12-26,2024-12-26T17:56:59,srch_000000252456,usr_000019152,lst_000011275,dealer,dlr_000250,enterprise,4497.98,1,9,0.0193,21.12,chat
cnt_000000000959,2024-12-27,2024-12-27T16:50:20,srch_000000252803,usr_000002634,lst_000010364,dealer,dlr_000008,small,29535.16,1,14,0.0487,19.96,call
cnt_000000000960,2024-12-28,2024-12-28T12:13:20,srch_000000253533,usr_000006150,lst_000026838,dealer,dlr_000259,small,10231.57,1,19,0.052,8.57,call
cnt_000000000961,2024-12-28,2024-12-28T11:59:30,srch_000000253619,usr_000019390,lst_000019991,dealer,dlr_000008,small,2652.16,0,7,0.0462,19.96,chat
cnt_000000000962,2024-12-29,2024-12-29T19:42:45,srch_000000253811,usr_000008473,lst_000031481,dealer,dlr_000222,mid,4757.13,0,12,0.0441,16.5,call
cnt_000000000963,2024-12-29,2024-12-29T17:03:06,srch_000000253971,usr_000002160,lst_000002570,dealer,dlr_000060,mid,14200.83,1,15,-0.01,12.29,chat
cnt_000000000964,2024-12-29,2024-12-29T22:59:14,srch_000000254269,usr_000006059,lst_000028948,dealer,dlr_000219,small,11002.51,1,15,0.0071,16.14,message
cnt_000000000965,2024-12-30,2024-12-30T19:00:43,srch_000000254378,usr_000007578,lst_000018014,dealer,dlr_000137,mid,15539.26,1,17,0.0486,7.67,message
cnt_000000000966,2024-12-30,2024-12-30T11:57:27,srch_000000254616,usr_000018695,lst_000003750,dealer,dlr_000210,small,7477.37,0,11,0.026,6.62,call
cnt_000000000967,2024-12-31,2024-12-31T10:28:48,srch_000000255212,usr_000013184,lst_000029525,dealer,dlr_000054,mid,10884.58,0,12,0.0083,15.01,call
cnt_000000000968,2025-01-01,2025-01-01T17:10:48,srch_000000255325,usr_000012198,lst_000006631,dealer,dlr_000042,small,18843.52,0,5,0.0882,2.33,call
cnt_000000000969,2025-01-01,2025-01-01T14:49:31,srch_000000255369,usr_000006507,lst_000027149,dealer,dlr_000266,small,11347.34,1,11,-0.0182,3.78,message
cnt_000000000970,2025-01-01,2025-01-01T13:11:46,srch_000000255499,usr_000009059,lst_000027174,dealer,dlr_000184,small,5753.58,1,15,0.0352,10.79,message
cnt_000000000971,2025-01-02,2025-01-02T19:11:13,srch_000000255827,usr_000017537,lst_000024609,dealer,dlr_000238,small,7293.47,1,7,-0.0349,10.51,message
cnt_000000000972,2025-01-02,2025-01-02T09:46:38,srch_000000255893,usr_000012862,lst_000028964,dealer,dlr_000118,small,25671.64,1,14,0.0048,1.46,call
cnt_000000000973,2025-01-03,2025-01-03T11:20:49,srch_000000256353,usr_000004169,lst_000008437,dealer,dlr_000010,small,22306.88,1,17,0.0409,2.57,message
cnt_000000000974,2025-01-04,2025-01-04T10:51:05,srch_000000257051,usr_000015298,lst_000003941,dealer,dlr_000077,small,37771.23,0,15,0.0535,10.73,chat
cnt_000000000975,2025-01-04,2025-01-04T21:50:08,srch_000000257165,usr_000008209,lst_000031557,dealer,dlr_000248,small,24185.35,0,19,0.0138,12.36,call
cnt_000000000976,2025-01-05,2025-01-05T16:56:35,srch_000000257768,usr_000019022,lst_000012805,dealer,dlr_000117,small,14172.18,0,11,0.027,3.95,call
cnt_000000000977,2025-01-08,2025-01-08T07:19:43,srch_000000259044,usr_000004909,lst_000014587,dealer,dlr_000049,small,3329.09,0,15,0.0826,12.75,message
cnt_000000000978,2025-01-08,2025-01-08T13:48:14,srch_000000259161,usr_000021138,lst_000008704,dealer,dlr_000015,small,12906.33,0,11,0.0115,17.89,call
cnt_000000000979,2025-01-09,2025-01-09T11:27:40,srch_000000259581,usr_000008850,lst_000019191,dealer,dlr_000193,enterprise,17392.71,1,14,0.012,14.11,message
cnt_000000000980,2025-01-11,2025-01-11T18:03:04,srch_000000260437,usr_000020831,lst_000030372,dealer,dlr_000024,mid,10135.85,1,16,0.0574,8.64,call
cnt_000000000981,2025-01-12,2025-01-12T14:34:48,srch_000000260864,usr_000002098,lst_000022628,dealer,dlr_000086,small,7128.4,1,15,0.0181,5.57,call
cnt_000000000982,2025-01-12,2025-01-12T15:58:12,srch_000000260883,usr_000019207,lst_000016575,dealer,dlr_000138,mid,10557.3,0,18,-0.04,6.94,call
cnt_000000000983,2025-01-13,2025-01-13T14:36:23,srch_000000261395,usr_000002090,lst_000026052,dealer,dlr_000240,small,7035.13,1,9,-0.0267,15.86,message
cnt_000000000984,2025-01-13,2025-01-13T19:48:56,srch_000000261556,usr_000021013,lst_000012363,dealer,dlr_000066,small,23449.08,0,19,0.0424,11.32,call
cnt_000000000985,2025-01-13,2025-01-13T19:08:57,srch_000000261836,usr_000006022,lst_000003532,dealer,dlr_000114,small,6709.07,1,12,-0.0611,9.07,call
cnt_000000000986,2025-01-14,2025-01-14T16:08:36,srch_000000262149,usr_000009300,lst_000015661,dealer,dlr_000106,mid,4105.56,0,17,0.0137,14.34,message
cnt_000000000987,2025-01-15,2025-01-15T22:26:04,srch_000000262804,usr_000017837,lst_000023415,dealer,dlr_000227,mid,4798.78,1,11,0.0263,12.4,message
cnt_000000000988,2025-01-16,2025-01-16T07:43:53,srch_000000262813,usr_000013078,lst_000029728,dealer,dlr_000172,mid,15696.69,0,12,0.0348,11.38,message
cnt_000000000989,2025-01-16,2025-01-16T11:12:53,srch_000000262927,usr_000000173,lst_000000669,dealer,dlr_000193,enterprise,12093.63,0,12,0.0111,14.11,message
cnt_000000000990,2025-01-18,2025-01-18T14:40:33,srch_000000263957,usr_000015041,lst_000030644,dealer,dlr_000073,mid,16360.75,0,17,0.0726,13.13,message
cnt_000000000991,2025-01-19,2025-01-19T22:57:29,srch_000000264342,usr_000012341,lst_000017332,dealer,dlr_000196,mid,2879.09,0,19,0.0131,12.58,chat
cnt_000000000992,2025-01-19,2025-01-19T19:56:04,srch_000000264487,usr_000001713,lst_000014096,dealer,dlr_000072,small,25608.24,1,12,-0.0313,4.69,message
cnt_000000000993,2025-01-21,2025-01-21T21:53:14,srch_000000265327,usr_000015660,lst_000012789,dealer,dlr_000016,small,11116.23,1,11,0.0138,16.94,message
cnt_000000000994,2025-01-21,2025-01-21T12:53:40,srch_000000265392,usr_000001854,lst_000016296,dealer,dlr_000007,small,2481.99,1,10,0.0575,13.04,call
cnt_000000000995,2025-01-21,2025-01-21T19:10:26,srch_000000265432,usr_000018851,lst_000019956,dealer,dlr_000271,mid,9848.31,0,15,-0.0033,6.23,call
cnt_000000000996,2025-01-21,2025-01-21T15:49:16,srch_000000265498,usr_000011814,lst_000017730,dealer,dlr_000114,small,14374.27,0,20,-0.0412,9.07,call
cnt_000000000997,2025-01-21,2025-01-21T20:19:35,srch_000000265525,usr_000021037,lst_000027977,dealer,dlr_000275,small,10867.11,1,20,-0.0166,13.31,call
cnt_000000000998,2025-01-22,2025-01-22T18:06:54,srch_000000265762,usr_000006501,lst_000007854,dealer,dlr_000082,small,7361.66,1,12,0.043,2.78,chat
cnt_000000000999,2025-01-22,2025-01-22T15:49:54,srch_000000266125,usr_000011221,lst_000025075,private,,private,10348.21,0,16,0.0134,1.0,message
cnt_000000001000,2025-01-24,2025-01-24T10:04:33,srch_000000266711,usr_000011301,lst_000020079,dealer,dlr_000222,mid,21047.47,0,12,0.0273,16.5,chat
cnt_000000001001,2025-01-24,2025-01-24T10:38:08,srch_000000266747,usr_000006170,lst_000027918,dealer,dlr_000020,small,9538.54,0,20,0.0125,3.98,call
cnt_000000001002,2025-01-24,2025-01-24T12:12:39,srch_000000266781,usr_000019713,lst_000027452,dealer,dlr_000053,mid,4595.95,1,15,0.0468,10.32,message
cnt_000000001003,2025-01-24,2025-01-24T09:59:33,srch_000000266942,usr_000020740,lst_000012904,dealer,dlr_000124,small,13517.83,0,15,0.0767,17.75,call
cnt_000000001004,2025-01-24,2025-01-24T13:05:41,srch_000000267065,usr_000014072,lst_000020012,dealer,dlr_000213,mid,9513.98,0,19,0.13,12.96,message
cnt_000000001005,2025-01-24,2025-01-24T20:25:31,srch_000000267162,usr_000005339,lst_000014634,dealer,dlr_000133,mid,6025.02,1,13,0.0717,1.52,message
cnt_000000001006,2025-01-26,2025-01-26T20:41:45,srch_000000268060,usr_000015380,lst_000018076,dealer,dlr_000092,enterprise,4628.78,1,15,0.0884,5.53,message
cnt_000000001007,2025-01-28,2025-01-28T11:26:19,srch_000000268770,usr_000018870,lst_000006614,dealer,dlr_000012,mid,10640.89,1,17,0.0199,5.44,call
cnt_000000001008,2025-01-28,2025-01-28T21:49:43,srch_000000269135,usr_000015234,lst_000026006,dealer,dlr_000181,small,4365.67,1,9,-0.0209,12.4,message
cnt_000000001009,2025-01-29,2025-01-29T14:39:14,srch_000000269399,usr_000012834,lst_000018521,dealer,dlr_000180,mid,3825.66,1,9,0.0988,4.16,message
cnt_000000001010,2025-01-30,2025-01-30T11:08:38,srch_000000269798,usr_000012548,lst_000024114,dealer,dlr_000154,small,22547.23,0,14,-0.0168,10.37,message
cnt_000000001011,2025-01-31,2025-01-31T17:48:15,srch_000000270240,usr_000000662,lst_000028614,private,,private,6344.35,0,20,0.0864,25.45,message
cnt_000000001012,2025-01-31,2025-01-31T17:02:28,srch_000000270292,usr_000000936,lst_000002808,dealer,dlr_000255,small,10105.2,0,17,0.0337,17.53,chat
cnt_000000001013,2025-01-31,2025-01-31T11:56:05,srch_000000270706,usr_000019484,lst_000010074,dealer,dlr_000027,small,7168.37,0,13,0.0235,7.66,chat
cnt_000000001014,2025-02-01,2025-02-01T13:23:12,srch_000000271169,usr_000005278,lst_000022469,dealer,dlr_000101,small,3101.59,0,16,0.0434,7.75,chat
cnt_000000001015,2025-02-02,2025-02-02T17:20:15,srch_000000271489,usr_000015080,lst_000024707,dealer,dlr_000050,mid,7873.41,0,14,0.0553,9.01,call
cnt_000000001016,2025-02-03,2025-02-03T18:52:38,srch_000000271762,usr_000015760,lst_000012484,dealer,dlr_000227,mid,4126.64,1,16,0.0282,12.4,message
cnt_000000001017,2025-02-03,2025-02-03T11:28:35,srch_000000271912,usr_000011686,lst_000028230,private,,private,21216.27,0,14,0.0038,5.51,call
cnt_000000001018,2025-02-03,2025-02-03T08:07:07,srch_000000272059,usr_000019979,lst_000005830,private,,private,10550.93,0,12,0.0088,27.46,message
cnt_000000001019,2025-02-03,2025-02-03T22:04:04,srch_000000272105,usr_000016267,lst_000016818,dealer,dlr_000176,small,34453.55,1,10,0.1181,16.18,message
cnt_000000001020,2025-02-04,2025-02-04T15:52:06,srch_000000272205,usr_000009474,lst_000018161,private,,private,8026.62,0,19,0.0179,46.14,message
cnt_000000001021,2025-02-04,2025-02-04T10:06:49,srch_000000272365,usr_000000009,lst_000021861,dealer,dlr_000273,small,7251.15,0,7,0.0632,9.81,call
cnt_000000001022,2025-02-04,2025-02-04T09:29:06,srch_000000272403,usr_000012742,lst_000002334,dealer,dlr_000053,mid,11632.71,1,13,0.0499,10.32,message
cnt_000000001023,2025-02-05,2025-02-05T13:55:35,srch_000000272714,usr_000005513,lst_000002750,dealer,dlr_000255,small,32067.25,0,13,0.129,17.53,chat
cnt_000000001024,2025-02-06,2025-02-06T08:30:15,srch_000000273322,usr_000000465,lst_000027813,dealer,dlr_000054,mid,6384.9,0,23,0.0147,15.01,call
cnt_000000001025,2025-02-06,2025-02-06T19:34:48,srch_000000273345,usr_000003960,lst_000024806,dealer,dlr_000029,mid,7300.57,0,18,0.0426,10.33,message
cnt_000000001026,2025-02-06,2025-02-06T17:13:04,srch_000000273441,usr_000016878,lst_000002496,dealer,dlr_000187,small,11318.87,0,10,-0.0306,5.49,message
cnt_000000001027,2025-02-07,2025-02-07T14:29:44,srch_000000273726,usr_000014255,lst_000031012,dealer,dlr_000158,small,5005.46,0,17,0.0265,0.6,message
cnt_000000001028,2025-02-07,2025-02-07T15:29:10,srch_000000273957,usr_000019923,lst_000007191,dealer,dlr_000082,small,18734.35,0,12,0.0507,2.78,chat
cnt_000000001029,2025-02-07,2025-02-07T14:13:08,srch_000000274027,usr_000008839,lst_000031953,dealer,dlr_000013,mid,3055.03,1,24,0.0199,8.96,call
cnt_000000001030,2025-02-07,2025-02-07T10:29:50,srch_000000274046,usr_000008460,lst_000029544,dealer,dlr_000271,mid,20416.46,1,19,0.0935,6.23,chat
cnt_000000001031,2025-02-07,2025-02-07T18:29:01,srch_000000274232,usr_000018383,lst_000028941,dealer,dlr_000145,small,7020.57,0,14,0.0173,14.17,call
cnt_000000001032,2025-02-08,2025-02-08T07:05:04,srch_000000274256,usr_000014806,lst_000022027,dealer,dlr_000219,small,14077.47,0,23,0.0408,16.14,message
cnt_000000001033,2025-02-08,2025-02-08T07:08:10,srch_000000274380,usr_000003391,lst_000031911,dealer,dlr_000052,mid,11467.7,1,17,0.0607,12.88,chat
cnt_000000001034,2025-02-08,2025-02-08T20:48:59,srch_000000274588,usr_000010423,lst_000031192,dealer,dlr_000041,small,9712.25,0,16,0.0516,16.14,message
cnt_000000001035,2025-02-09,2025-02-09T10:18:02,srch_000000274778,usr_000009150,lst_000020054,dealer,dlr_000179,mid,1711.87,1,13,-0.091,5.57,call
cnt_000000001036,2025-02-09,2025-02-09T22:11:24,srch_000000274939,usr_000006117,lst_000022433,dealer,dlr_000060,mid,23263.58,0,17,0.0189,12.29,call
cnt_000000001037,2025-02-09,2025-02-09T22:43:39,srch_000000274944,usr_000001920,lst_000000028,dealer,dlr_000178,small,21714.84,1,12,0.0425,11.12,message
cnt_000000001038,2025-02-10,2025-02-10T15:40:14,srch_000000275328,usr_000018804,lst_000007780,dealer,dlr_000248,small,25254.99,0,17,-0.0865,12.36,chat
cnt_000000001039,2025-02-10,2025-02-10T15:33:16,srch_000000275503,usr_000013274,lst_000005509,dealer,dlr_000084,small,9338.56,1,6,0.0085,8.32,call
cnt_000000001040,2025-02-11,2025-02-11T21:26:10,srch_000000276072,usr_000010810,lst_000000904,dealer,dlr_000078,small,23515.53,0,13,0.0051,13.28,call
cnt_000000001041,2025-02-12,2025-02-12T08:00:37,srch_000000276207,usr_000004832,lst_000018176,dealer,dlr_000236,small,4960.76,0,13,0.0246,10.49,call
cnt_000000001042,2025-02-12,2025-02-12T12:45:32,srch_000000276527,usr_000009238,lst_000007780,dealer,dlr_000248,small,25254.99,0,17,-0.0865,12.36,chat
cnt_000000001043,2025-02-13,2025-02-13T11:33:08,srch_000000276904,usr_000012847,lst_000026012,dealer,dlr_000044,small,33426.82,1,22,-0.0195,8.07,message
cnt_000000001044,2025-02-14,2025-02-14T07:03:07,srch_000000277364,usr_000013731,lst_000019515,dealer,dlr_000195,mid,8398.09,0,8,0.0069,12.38,message
cnt_000000001045,2025-02-14,2025-02-14T14:54:31,srch_000000277544,usr_000004885,lst_000014214,dealer,dlr_000018,small,6627.15,0,14,-0.0238,5.25,call
cnt_000000001046,2025-02-15,2025-02-15T17:57:54,srch_000000278105,usr_000000289,lst_000023450,private,,private,3617.52,0,13,-0.0819,36.77,message
cnt_000000001047,2025-02-16,2025-02-16T11:11:47,srch_000000278182,usr_000004941,lst_000019783,dealer,dlr_000077,small,7930.5,0,16,0.023,10.73,chat
cnt_000000001048,2025-02-16,2025-02-16T19:41:47,srch_000000278225,usr_000018079,lst_000001978,dealer,dlr_000170,small,7198.99,0,15,0.0053,19.66,call
cnt_000000001049,2025-02-17,2025-02-17T10:01:43,srch_000000278899,usr_000010157,lst_000023373,dealer,dlr_000171,small,25548.17,0,12,0.0443,9.87,call
cnt_000000001050,2025-02-17,2025-02-17T07:46:29,srch_000000279063,usr_000015600,lst_000006695,dealer,dlr_000035,small,5543.83,1,11,0.0599,18.22,message
cnt_000000001051,2025-02-17,2025-02-17T21:17:43,srch_000000279087,usr_000009980,lst_000011666,dealer,dlr_000144,enterprise,35503.57,1,17,0.0435,2.5,call
cnt_000000001052,2025-02-18,2025-02-18T21:03:45,srch_000000279305,usr_000003347,lst_000011649,dealer,dlr_000217,small,21133.37,1,11,-0.0399,6.08,chat
cnt_000000001053,2025-02-19,2025-02-19T19:48:07,srch_000000279747,usr_000003186,lst_000005207,private,,private,2887.26,0,19,-0.0871,29.17,call
cnt_000000001054,2025-02-20,2025-02-20T15:33:21,srch_000000280076,usr_000013084,lst_000027599,dealer,dlr_000130,small,11742.75,0,13,0.0464,9.57,message
cnt_000000001055,2025-02-20,2025-02-20T07:38:49,srch_000000280279,usr_000007180,lst_000031334,dealer,dlr_000117,small,2274.73,1,17,0.0524,3.95,message
cnt_000000001056,2025-02-20,2025-02-20T15:02:41,srch_000000280377,usr_000005455,lst_000020801,dealer,dlr_000175,mid,4325.46,1,10,0.0436,12.37,call
cnt_000000001057,2025-02-21,2025-02-21T18:25:37,srch_000000280621,usr_000018254,lst_000020828,dealer,dlr_000266,small,7334.45,0,15,0.003,3.78,message
cnt_000000001058,2025-02-22,2025-02-22T08:45:41,srch_000000281066,usr_000002673,lst_000000993,dealer,dlr_000018,small,23855.3,1,14,0.0056,5.25,call
cnt_000000001059,2025-02-22,2025-02-22T17:38:35,srch_000000281305,usr_000021310,lst_000013577,dealer,dlr_000252,small,13378.85,1,17,0.0422,15.38,call
cnt_000000001060,2025-02-22,2025-02-22T14:15:30,srch_000000281479,usr_000017884,lst_000030874,private,,private,32965.49,0,16,-0.049,18.53,call
cnt_000000001061,2025-02-22,2025-02-22T08:45:36,srch_000000281520,usr_000013670,lst_000004327,dealer,dlr_000035,small,12517.04,1,21,0.0231,18.22,call
cnt_000000001062,2025-02-23,2025-02-23T13:35:58,srch_000000281658,usr_000008381,lst_000023906,dealer,dlr_000013,mid,5606.64,1,14,0.0304,8.96,message
cnt_000000001063,2025-02-23,2025-02-23T19:32:12,srch_000000281985,usr_000000200,lst_000011649,dealer,dlr_000217,small,21133.37,1,11,-0.0399,6.08,call
cnt_000000001064,2025-02-23,2025-02-23T14:50:10,srch_000000282040,usr_000006962,lst_000015865,dealer,dlr_000004,mid,11647.47,0,11,0.0424,8.77,call
cnt_000000001065,2025-02-23,2025-02-23T11:37:22,srch_000000282071,usr_000015078,lst_000020504,dealer,dlr_000270,mid,25363.66,0,10,0.0644,17.96,chat
cnt_000000001066,2025-02-24,2025-02-24T20:15:03,srch_000000282351,usr_000001186,lst_000016086,private,,private,8448.35,0,11,-0.041,22.27,message
cnt_000000001067,2025-02-25,2025-02-25T14:10:45,srch_000000282691,usr_000021499,lst_000003519,dealer,dlr_000131,small,7581.29,0,21,0.0181,8.84,call
cnt_000000001068,2025-02-25,2025-02-25T14:57:06,srch_000000282911,usr_000002808,lst_000011796,dealer,dlr_000250,enterprise,18702.0,0,9,0.0865,21.12,message
cnt_000000001069,2025-02-25,2025-02-25T12:28:21,srch_000000282941,usr_000009424,lst_000005413,dealer,dlr_000112,mid,11026.59,1,21,0.0505,11.15,chat
cnt_000000001070,2025-02-26,2025-02-26T13:07:54,srch_000000283092,usr_000010175,lst_000023468,dealer,dlr_000040,small,4188.4,0,14,0.0306,2.83,message
cnt_000000001071,2025-02-26,2025-02-26T18:04:07,srch_000000283270,usr_000012734,lst_000027065,dealer,dlr_000099,mid,19418.84,1,14,0.0534,4.16,call
cnt_000000001072,2025-02-26,2025-02-26T11:32:26,srch_000000283413,usr_000013519,lst_000014410,private,,private,4391.73,0,14,-0.0377,19.58,message
cnt_000000001073,2025-02-27,2025-02-27T21:50:53,srch_000000283810,usr_000021831,lst_000027730,dealer,dlr_000146,small,3867.05,1,12,0.0687,2.0,call
cnt_000000001074,2025-02-28,2025-02-28T15:25:55,srch_000000284067,usr_000014952,lst_000025129,dealer,dlr_000158,small,9286.74,0,7,0.037,0.6,message
cnt_000000001075,2025-03-01,2025-03-01T13:29:06,srch_000000284479,usr_000021664,lst_000010531,dealer,dlr_000275,small,4839.45,0,15,0.0153,13.31,call
cnt_000000001076,2025-03-01,2025-03-01T16:42:10,srch_000000284931,usr_000012676,lst_000026371,dealer,dlr_000168,enterprise,9642.26,1,15,0.0069,2.39,call
cnt_000000001077,2025-03-01,2025-03-01T13:23:11,srch_000000284950,usr_000014554,lst_000021489,dealer,dlr_000166,mid,7744.25,1,21,0.102,12.42,call
cnt_000000001078,2025-03-02,2025-03-02T11:14:30,srch_000000285126,usr_000006454,lst_000028754,dealer,dlr_000216,mid,2265.64,0,15,0.0252,1.86,message
cnt_000000001079,2025-03-02,2025-03-02T07:14:00,srch_000000285323,usr_000006875,lst_000016373,dealer,dlr_000090,small,9424.63,1,11,0.0533,9.17,chat
