listing_id,seller_type,dealer_id,make,fuel_type,transmission,vehicle_year,vehicle_age_years,mileage_km,listed_price_eur,base_market_price_eur,price_position_vs_market,photo_count,description_length,is_featured,listing_created_date,listing_delisted_date,is_active
lst_000019301,dealer,dlr_000254,Renault,petrol,manual,2018,8,151049,10472.82,8852.79,0.183,15,307,0,2024-02-04,2024-03-04,0
lst_000019302,dealer,dlr_000254,Audi,diesel,manual,2008,18,350000,3743.81,3457.62,0.0828,2,500,0,2024-08-29,2024-10-08,0
lst_000019303,private,,Peugeot,petrol,automatic,2024,2,51107,21628.19,22195.06,-0.0255,14,610,0,2025-06-18,2025-07-15,0
lst_000019304,dealer,dlr_000123,VW,petrol,automatic,2008,18,341887,3346.6,3331.25,0.0046,8,988,1,2025-08-25,2025-09-10,0
lst_000019305,dealer,dlr_000249,Opel,petrol,manual,2010,16,315944,3698.42,3664.01,0.0094,11,376,0,2025-05-16,2025-06-29,0
lst_000019306,dealer,dlr_000274,VW,petrol,automatic,2021,5,118883,17453.34,16622.99,0.05,11,436,0,2025-07-20,2025-09-21,0
lst_000019307,dealer,dlr_000036,Toyota,petrol,manual,2018,8,142300,12617.95,12016.01,0.0501,18,861,0,2025-07-04,2025-07-24,0
lst_000019308,private,,Skoda,petrol,automatic,2008,18,316028,2869.01,2969.25,-0.0338,11,47,0,2023-09-08,2023-10-11,0
lst_000019309,dealer,dlr_000152,Ford,diesel,manual,2025,1,0,26646.91,25688.4,0.0373,14,415,0,2025-03-26,2025-04-21,0
lst_000019310,private,,Renault,petrol,manual,2022,4,46265,16928.07,17775.19,-0.0477,15,693,0,2024-04-16,2024-07-13,0
lst_000019311,dealer,dlr_000047,Mercedes,electric,manual,2011,15,287144,6530.36,6285.37,0.039,16,242,1,2024-08-15,2024-09-02,0
lst_000019312,dealer,dlr_000058,BMW,petrol,automatic,2019,7,164279,15729.16,15419.05,0.0201,21,178,1,2023-11-05,2023-12-08,0
lst_000019313,dealer,dlr_000243,Mercedes,petrol,automatic,2024,2,40225,35600.31,32312.09,0.1018,19,703,0,2024-01-13,2024-02-16,0
lst_000019314,dealer,dlr_000189,Opel,diesel,manual,2023,3,46234,19738.55,18772.24,0.0515,12,920,0,2023-12-14,2024-01-05,0
lst_000019315,dealer,dlr_000213,Skoda,diesel,manual,2015,11,224809,7238.64,6534.87,0.1077,14,885,0,2025-07-24,2025-08-23,0
lst_000019316,dealer,dlr_000063,BMW,electric,automatic,2010,16,284208,4564.17,4770.08,-0.0432,12,273,0,2023-12-09,2024-03-14,0
lst_000019317,dealer,dlr_000190,Audi,petrol,manual,2023,3,32212,26660.67,26826.03,-0.0062,14,539,1,2024-11-07,2024-11-22,0
lst_000019318,dealer,dlr_000026,VW,hybrid,automatic,2009,17,315570,3483.0,3721.72,-0.0641,11,596,1,2024-08-12,2024-09-11,0
lst_000019319,private,,Ford,electric,manual,2024,2,27149,21405.53,20908.31,0.0238,4,213,0,2026-01-29,,1
lst_000019320,dealer,dlr_000076,Mercedes,petrol,automatic,2008,18,302426,2958.56,2821.75,0.0485,11,298,1,2024-03-24,2024-04-05,0
lst_000019321,dealer,dlr_000015,Ford,electric,manual,2023,3,23410,20337.6,18830.04,0.0801,24,434,0,2023-08-19,2023-08-29,0
lst_000019322,dealer,dlr_000100,Mercedes,diesel,automatic,2013,13,240473,7685.12,7547.51,0.0182,15,483,0,2024-12-14,2025-01-01,0
lst_000019323,dealer,dlr_000263,Hyundai,petrol,automatic,2019,7,90838,12436.48,12413.84,0.0018,16,245,1,2024-03-24,2024-04-22,0
lst_000019324,dealer,dlr_000078,Renault,hybrid,automatic,2010,16,277303,3389.79,3316.48,0.0221,10,458,0,2024-09-16,2024-10-23,0
lst_000019325,dealer,dlr_000123,VW,hybrid,automatic,2017,9,170040,10268.69,10090.31,0.0177,20,483,1,2024-07-16,2024-07-28,0
lst_000019326,private,,VW,petrol,automatic,2019,7,140433,11924.66,12742.41,-0.0642,11,1022,1,2024-10-31,2024-12-06,0
lst_000019327,dealer,dlr_000155,Peugeot,electric,automatic,2017,9,154118,8233.47,7964.25,0.0338,17,419,1,2023-10-14,2023-11-01,0
lst_000019328,dealer,dlr_000110,Mercedes,diesel,manual,2010,16,294074,3874.22,4096.76,-0.0543,6,221,1,2025-10-13,2025-10-30,0
lst_000019329,dealer,dlr_000114,Mercedes,diesel,manual,2008,18,291606,5251.43,5110.49,0.0276,15,508,0,2025-06-23,2025-08-26,0
lst_000019330,dealer,dlr_000039,BMW,petrol,automatic,2014,12,261174,10251.74,9434.23,0.0867,14,621,0,2025-10-26,2026-01-10,0
lst_000019331,dealer,dlr_000180,VW,electric,automatic,2025,1,8861,27923.45,27861.56,0.0022,14,228,0,2023-10-11,2023-11-23,0
lst_000019332,dealer,dlr_000148,BMW,diesel,automatic,2019,7,120544,15671.22,15170.04,0.033,11,511,0,2025-05-29,2025-07-01,0
lst_000019333,dealer,dlr_000054,Hyundai,petrol,automatic,2015,11,223110,8065.67,7574.17,0.0649,13,96,0,2024-08-10,2024-09-16,0
lst_000019334,dealer,dlr_000124,VW,electric,automatic,2017,9,187512,9864.5,9504.03,0.0379,17,151,1,2024-05-31,2024-06-16,0
lst_000019335,dealer,dlr_000122,BMW,petrol,automatic,2015,11,196009,12372.97,11537.36,0.0724,11,228,0,2026-01-17,,1
lst_000019336,dealer,dlr_000013,Fiat,diesel,automatic,2011,15,236656,2562.29,2557.79,0.0018,16,749,1,2023-09-24,2023-11-13,0
lst_000019337,dealer,dlr_000189,Renault,hybrid,automatic,2019,7,150720,10819.96,10251.33,0.0555,14,869,0,2025-05-11,2025-05-25,0
lst_000019338,dealer,dlr_000256,Audi,diesel,automatic,2013,13,223343,5042.52,5201.48,-0.0306,15,793,0,2025-11-17,2025-12-05,0
lst_000019339,private,,Mercedes,petrol,automatic,2014,12,205835,7875.52,8173.71,-0.0365,13,558,0,2024-06-06,2024-06-25,0
lst_000019340,private,,Fiat,diesel,manual,2013,13,203523,5923.38,5702.12,0.0388,23,214,0,2024-09-17,2024-11-07,0
lst_000019341,dealer,dlr_000139,VW,petrol,manual,2015,11,201848,7525.45,7364.73,0.0218,12,567,0,2024-12-13,2025-01-15,0
lst_000019342,dealer,dlr_000139,Ford,petrol,manual,2016,10,191796,6560.6,6660.01,-0.0149,11,473,0,2025-10-28,2025-11-10,0
lst_000019343,dealer,dlr_000221,Mercedes,petrol,automatic,2025,1,19596,34487.27,34575.3,-0.0025,11,190,0,2024-03-07,2024-04-07,0
lst_000019344,private,,Opel,petrol,manual,2015,11,210889,4922.98,4929.85,-0.0014,8,638,0,2025-07-08,2025-08-09,0
lst_000019345,private,,Renault,electric,automatic,2014,12,211097,6222.42,6132.94,0.0146,12,726,0,2024-06-20,2024-07-12,0
lst_000019346,private,,Opel,hybrid,automatic,2019,7,148602,8925.88,9525.08,-0.0629,13,236,0,2025-04-02,2025-05-01,0
lst_000019347,dealer,dlr_000203,VW,electric,manual,2021,5,75474,16358.06,16058.64,0.0186,16,735,0,2024-02-01,2024-03-18,0
lst_000019348,private,,Fiat,diesel,automatic,2025,1,0,23283.53,23206.96,0.0033,13,76,0,2024-06-26,2024-09-24,0
lst_000019349,dealer,dlr_000269,Mercedes,diesel,manual,2022,4,65157,26176.42,25507.62,0.0262,9,753,0,2023-08-02,2023-08-14,0
lst_000019350,dealer,dlr_000078,Hyundai,diesel,manual,2018,8,112471,11641.8,10828.18,0.0751,18,1045,1,2024-09-06,2024-10-05,0
lst_000019351,dealer,dlr_000190,VW,diesel,automatic,2010,16,261409,4120.16,4163.42,-0.0104,17,284,1,2023-12-10,2024-02-28,0
lst_000019352,dealer,dlr_000264,Fiat,hybrid,automatic,2010,16,250211,5732.86,5183.6,0.106,11,275,0,2024-04-06,2024-04-24,0
lst_000019353,dealer,dlr_000049,Hyundai,diesel,manual,2025,1,0,26627.51,24510.47,0.0864,14,673,0,2024-01-21,2024-02-06,0
lst_000019354,dealer,dlr_000257,BMW,petrol,manual,2017,9,167602,13827.91,12715.83,0.0875,10,967,0,2025-12-01,2025-12-26,0
lst_000019355,dealer,dlr_000031,Skoda,electric,automatic,2024,2,28801,24880.29,23873.57,0.0422,16,617,1,2024-07-26,2024-08-15,0
lst_000019356,dealer,dlr_000133,Renault,petrol,manual,2008,18,321369,2206.21,2116.24,0.0425,14,539,1,2024-11-23,2025-01-06,0
lst_000019357,dealer,dlr_000009,Renault,hybrid,automatic,2016,10,205258,7027.93,6880.37,0.0214,11,566,0,2024-03-24,2024-04-13,0
lst_000019358,dealer,dlr_000149,Toyota,hybrid,automatic,2011,15,263171,4817.62,4669.32,0.0318,20,730,0,2025-07-23,2025-08-26,0
lst_000019359,dealer,dlr_000037,Peugeot,diesel,automatic,2025,1,50056,25984.38,24381.58,0.0657,16,198,0,2023-09-21,2023-10-15,0
lst_000019360,dealer,dlr_000017,Audi,petrol,automatic,2013,13,213845,5515.29,5658.27,-0.0253,21,890,1,2025-07-01,2025-08-02,0
lst_000019361,dealer,dlr_000050,Renault,petrol,manual,2020,6,107307,13027.94,12414.65,0.0494,10,30,1,2023-09-10,2023-12-03,0
lst_000019362,dealer,dlr_000206,Hyundai,hybrid,manual,2017,9,172139,10898.57,10578.13,0.0303,10,423,1,2025-08-04,2025-08-23,0
lst_000019363,dealer,dlr_000272,Ford,diesel,manual,2025,1,0,25874.2,26820.75,-0.0353,11,746,0,2024-09-15,2024-12-24,0
lst_000019364,dealer,dlr_000095,Ford,petrol,automatic,2008,18,286760,2367.54,2268.24,0.0438,13,560,0,2025-10-07,2025-12-06,0
lst_000019365,dealer,dlr_000097,Fiat,petrol,automatic,2015,11,230194,9322.52,8496.36,0.0972,17,376,0,2024-07-15,2024-07-28,0
lst_000019366,private,,Skoda,petrol,manual,2019,7,139568,11791.1,11044.59,0.0676,17,582,0,2024-05-03,2024-05-23,0
lst_000019367,dealer,dlr_000218,Mercedes,petrol,automatic,2012,14,253566,7977.86,7804.25,0.0222,13,729,0,2025-12-21,2026-01-22,0
lst_000019368,dealer,dlr_000126,Mercedes,diesel,manual,2009,17,302194,5325.99,4954.31,0.075,9,727,0,2024-11-16,2024-12-28,0
lst_000019369,dealer,dlr_000220,Skoda,diesel,automatic,2024,2,42171,23169.13,23417.73,-0.0106,14,74,1,2024-11-14,2024-12-27,0
lst_000019370,dealer,dlr_000037,Peugeot,diesel,manual,2014,12,147329,6789.88,6767.2,0.0034,10,89,0,2024-12-04,2025-03-13,0
lst_000019371,private,,Hyundai,petrol,automatic,2012,14,241912,4661.29,4656.81,0.001,16,672,0,2025-08-18,2025-09-01,0
lst_000019372,private,,BMW,petrol,manual,2013,13,202771,7716.96,8072.82,-0.0441,17,750,0,2023-11-07,2023-12-18,0
lst_000019373,dealer,dlr_000161,BMW,hybrid,automatic,2020,6,116449,19597.82,18904.1,0.0367,19,30,0,2024-12-21,2025-01-09,0
lst_000019374,dealer,dlr_000106,Audi,petrol,automatic,2012,14,282007,5889.78,5517.14,0.0675,20,378,1,2025-11-23,2025-12-13,0
lst_000019375,dealer,dlr_000156,Ford,petrol,manual,2021,5,86709,16025.52,15413.62,0.0397,13,243,0,2025-04-07,2025-05-24,0
lst_000019376,dealer,dlr_000190,Ford,diesel,manual,2018,8,118350,11057.95,10050.53,0.1002,14,637,0,2024-03-31,2024-04-25,0
lst_000019377,dealer,dlr_000081,Mercedes,petrol,automatic,2019,7,98357,18946.3,17886.84,0.0592,13,223,0,2025-06-12,2025-07-09,0
lst_000019378,dealer,dlr_000055,Ford,petrol,automatic,2017,9,184071,8425.26,8413.15,0.0014,11,279,0,2023-12-07,2023-12-20,0
lst_000019379,dealer,dlr_000153,Hyundai,petrol,automatic,2012,14,276685,3393.26,3396.27,-9.0E-4,15,249,0,2024-07-06,2024-07-31,0
lst_000019380,private,,VW,diesel,automatic,2021,5,114154,15572.79,16486.83,-0.0554,14,501,1,2024-07-26,2024-08-03,0
lst_000019381,dealer,dlr_000239,Opel,hybrid,automatic,2016,10,213085,8010.73,7441.56,0.0765,17,160,1,2024-01-11,2024-02-06,0
lst_000019382,private,,Peugeot,electric,manual,2019,7,129735,9903.31,9749.15,0.0158,15,700,0,2025-08-18,2025-09-17,0
lst_000019383,dealer,dlr_000027,Renault,diesel,automatic,2020,6,124096,12763.29,12251.81,0.0417,10,339,1,2025-03-26,2025-05-27,0
lst_000019384,dealer,dlr_000178,Toyota,diesel,manual,2024,2,36692,29029.94,27642.71,0.0502,6,569,1,2025-05-31,2025-06-16,0
lst_000019385,private,,Audi,diesel,automatic,2010,16,291713,4468.17,4403.68,0.0146,9,569,0,2024-02-11,2024-03-29,0
lst_000019386,dealer,dlr_000265,Renault,diesel,manual,2016,10,180881,8112.41,7914.56,0.025,16,342,0,2025-04-20,2025-05-29,0
lst_000019387,dealer,dlr_000235,Audi,petrol,automatic,2021,5,59901,21653.87,21608.04,0.0021,12,163,0,2025-07-29,2025-08-16,0
lst_000019388,dealer,dlr_000007,Renault,diesel,manual,2008,18,317218,3451.52,3317.69,0.0403,11,493,0,2024-10-08,2024-11-28,0
lst_000019389,dealer,dlr_000174,Renault,petrol,manual,2009,17,274283,3549.15,3648.7,-0.0273,13,287,0,2025-10-03,2025-10-22,0
lst_000019390,dealer,dlr_000133,Skoda,petrol,automatic,2019,7,99352,11957.02,12292.61,-0.0273,18,251,1,2025-06-25,2025-07-24,0
lst_000019391,dealer,dlr_000249,Mercedes,petrol,manual,2022,4,73406,26444.72,25094.13,0.0538,9,460,0,2024-09-03,2024-10-30,0
lst_000019392,dealer,dlr_000211,VW,hybrid,automatic,2022,4,82039,19550.57,18209.12,0.0737,19,581,0,2025-10-30,2025-11-27,0
lst_000019393,dealer,dlr_000273,Toyota,petrol,automatic,2010,16,281741,4992.42,4590.08,0.0877,24,30,0,2023-12-30,2024-01-13,0
lst_000019394,dealer,dlr_000269,Peugeot,petrol,manual,2014,12,210081,6008.65,6183.53,-0.0283,16,457,0,2024-08-23,2024-09-10,0
lst_000019395,dealer,dlr_000247,BMW,petrol,manual,2020,6,137100,19102.12,18566.55,0.0288,10,376,1,2025-09-25,2025-10-13,0
lst_000019396,private,,Peugeot,petrol,manual,2016,10,197692,8360.87,8206.67,0.0188,9,1084,0,2025-04-13,2025-05-26,0
lst_000019397,dealer,dlr_000016,Opel,diesel,automatic,2017,9,153519,9794.08,9916.11,-0.0123,13,922,0,2025-04-20,2025-04-27,0
lst_000019398,dealer,dlr_000252,Ford,electric,manual,2022,4,106254,18089.69,17379.47,0.0409,16,730,0,2025-08-24,2025-09-13,0
lst_000019399,private,,Mercedes,hybrid,manual,2008,18,350000,3238.07,3637.24,-0.1097,24,903,0,2023-09-22,2023-10-31,0
lst_000019400,dealer,dlr_000189,Toyota,diesel,manual,2022,4,59509,18437.45,18465.72,-0.0015,17,761,0,2023-12-19,2024-01-05,0
lst_000019401,dealer,dlr_000212,Hyundai,electric,manual,2025,1,66978,25025.17,25920.12,-0.0345,6,98,1,2024-03-23,2024-04-16,0
lst_000019402,dealer,dlr_000234,Fiat,diesel,automatic,2024,2,1940,19111.16,19035.67,0.004,21,146,0,2024-08-10,2024-09-15,0
lst_000019403,private,,Audi,diesel,manual,2021,5,96506,22027.0,21395.91,0.0295,16,515,0,2024-07-22,2024-08-26,0
lst_000019404,dealer,dlr_000238,Ford,diesel,automatic,2022,4,103683,19271.63,18465.27,0.0437,22,269,1,2025-04-02,2025-05-06,0
lst_000019405,dealer,dlr_000270,Audi,petrol,automatic,2016,10,169947,9820.53,10054.3,-0.0233,13,665,0,2024-10-28,2024-12-03,0
lst_000019406,dealer,dlr_000236,VW,diesel,manual,2019,7,146829,13614.52,13049.04,0.0433,17,675,1,2026-01-11,,1
lst_000019407,dealer,dlr_000148,Audi,diesel,automatic,2011,15,258891,5085.03,5112.48,-0.0054,18,608,0,2024-01-25,2024-03-04,0
lst_000019408,private,,Toyota,diesel,automatic,2019,7,64118,11778.65,12185.21,-0.0334,9,545,0,2024-06-19,2024-09-25,0
lst_000019409,private,,Renault,petrol,automatic,2019,7,118268,11946.08,12261.69,-0.0257,15,622,0,2025-04-30,2025-05-19,0
lst_000019410,dealer,dlr_000170,Opel,hybrid,automatic,2022,4,75333,16273.54,16064.5,0.013,20,30,0,2024-05-15,2024-06-17,0
lst_000019411,dealer,dlr_000213,Audi,petrol,manual,2025,1,73276,38731.62,35354.35,0.0955,7,759,0,2024-08-03,2024-09-01,0
lst_000019412,dealer,dlr_000080,Peugeot,diesel,manual,2012,14,200752,5585.4,5550.35,0.0063,12,697,0,2024-04-18,2024-07-19,0
lst_000019413,dealer,dlr_000035,Skoda,hybrid,automatic,2018,8,88948,10922.91,10511.71,0.0391,10,576,0,2025-09-27,2025-10-13,0
lst_000019414,dealer,dlr_000174,Ford,petrol,automatic,2023,3,102148,20251.9,20442.56,-0.0093,9,699,0,2023-08-07,2023-09-11,0
lst_000019415,dealer,dlr_000025,Peugeot,diesel,automatic,2022,4,35650,16397.32,16668.27,-0.0163,14,362,0,2025-04-12,2025-05-12,0
lst_000019416,dealer,dlr_000120,Mercedes,petrol,automatic,2022,4,116952,22218.3,23466.73,-0.0532,16,299,0,2024-10-23,2024-12-28,0
lst_000019417,dealer,dlr_000137,Renault,petrol,automatic,2014,12,208386,5761.01,5507.94,0.0459,18,678,0,2024-07-10,2024-07-27,0
lst_000019418,dealer,dlr_000205,BMW,petrol,automatic,2024,2,0,29560.59,29341.07,0.0075,17,196,0,2025-10-04,2025-11-07,0
lst_000019419,dealer,dlr_000268,Hyundai,petrol,manual,2013,13,220791,4644.06,4530.24,0.0251,17,492,1,2024-01-24,2024-03-05,0
lst_000019420,private,,Toyota,petrol,manual,2008,18,340741,2765.09,2557.33,0.0812,13,327,0,2023-10-17,2023-11-04,0
lst_000019421,private,,Peugeot,diesel,manual,2019,7,128524,11747.48,12432.27,-0.0551,17,312,0,2025-06-15,2025-06-28,0
lst_000019422,private,,Fiat,petrol,automatic,2009,17,296057,3204.19,3507.15,-0.0864,13,311,0,2024-11-08,2024-12-09,0
lst_000019423,dealer,dlr_000272,Ford,diesel,automatic,2023,3,44734,21267.62,20727.6,0.0261,10,183,0,2023-08-01,2023-08-27,0
lst_000019424,dealer,dlr_000216,Peugeot,diesel,manual,2021,5,133157,16593.08,15757.3,0.053,15,167,0,2024-02-11,2024-04-15,0
lst_000019425,dealer,dlr_000151,Ford,diesel,manual,2016,10,207170,8689.5,7963.6,0.0912,13,1011,0,2024-01-11,2024-02-03,0
lst_000019426,dealer,dlr_000105,Opel,diesel,automatic,2025,1,0,26596.7,24800.09,0.0724,16,582,0,2024-07-04,2024-08-04,0
lst_000019427,dealer,dlr_000010,Fiat,diesel,manual,2016,10,176216,8208.25,7805.63,0.0516,18,104,0,2023-11-07,2023-12-02,0
lst_000019428,dealer,dlr_000241,Hyundai,diesel,automatic,2014,12,212136,6210.89,5993.37,0.0363,13,1104,0,2024-02-14,2024-03-13,0
lst_000019429,dealer,dlr_000061,Mercedes,diesel,automatic,2020,6,121181,18777.99,18723.62,0.0029,16,306,0,2024-08-14,2024-09-02,0
lst_000019430,dealer,dlr_000179,BMW,diesel,manual,2010,16,256661,4016.63,3886.19,0.0336,14,195,0,2023-09-06,2023-10-24,0
lst_000019431,dealer,dlr_000023,Ford,diesel,manual,2013,13,235083,4226.38,4041.62,0.0457,20,374,1,2025-12-28,2026-01-20,0
lst_000019432,dealer,dlr_000107,Skoda,petrol,manual,2015,11,192036,7049.12,6635.34,0.0624,12,751,0,2024-12-28,2025-01-16,0
lst_000019433,dealer,dlr_000149,Skoda,electric,automatic,2009,17,307050,3460.16,3337.0,0.0369,16,30,0,2025-12-06,2026-01-15,0
lst_000019434,dealer,dlr_000100,Peugeot,diesel,automatic,2014,12,247788,6006.06,6317.82,-0.0493,15,700,1,2024-04-25,2024-05-20,0
lst_000019435,private,,VW,petrol,automatic,2025,1,0,29675.45,29648.04,9.0E-4,10,302,0,2024-04-26,2024-05-18,0
lst_000019436,dealer,dlr_000125,Mercedes,diesel,automatic,2019,7,143630,15911.62,15617.81,0.0188,15,818,0,2024-04-03,2024-04-28,0
lst_000019437,dealer,dlr_000204,Ford,diesel,manual,2009,17,333972,4260.87,3955.23,0.0773,13,590,0,2025-02-05,2025-02-22,0
lst_000019438,dealer,dlr_000149,Toyota,hybrid,automatic,2025,1,0,32628.11,29912.15,0.0908,13,600,1,2024-05-21,2024-07-22,0
lst_000019439,dealer,dlr_000174,Skoda,electric,automatic,2008,18,350000,3336.03,3231.37,0.0324,16,591,0,2024-08-21,2024-09-28,0
lst_000019440,dealer,dlr_000177,Toyota,petrol,automatic,2020,6,80484,16352.26,16389.36,-0.0023,12,68,0,2025-11-21,2025-12-13,0
lst_000019441,dealer,dlr_000012,Renault,petrol,automatic,2008,18,261380,4750.49,4759.27,-0.0018,8,373,1,2025-02-04,2025-02-18,0
lst_000019442,dealer,dlr_000253,VW,petrol,manual,2013,13,236832,3997.33,3987.82,0.0024,12,387,1,2025-01-10,2025-01-31,0
lst_000019443,dealer,dlr_000180,VW,petrol,manual,2019,7,148980,13376.06,13692.86,-0.0231,20,130,0,2024-10-09,2024-11-14,0
lst_000019444,dealer,dlr_000247,Hyundai,petrol,manual,2022,4,82308,19183.86,18205.93,0.0537,13,524,0,2024-03-30,2024-05-13,0
lst_000019445,dealer,dlr_000073,Peugeot,diesel,manual,2022,4,103136,19752.92,17856.57,0.1062,16,1001,1,2024-10-10,2024-11-04,0
lst_000019446,private,,Renault,diesel,automatic,2014,12,152761,4543.17,4577.11,-0.0074,22,517,0,2024-10-07,2024-11-11,0
lst_000019447,private,,Audi,petrol,automatic,2021,5,135831,21264.12,21508.26,-0.0114,18,863,0,2023-11-26,2024-02-03,0
lst_000019448,private,,Audi,hybrid,manual,2008,18,294612,4944.84,4708.77,0.0501,14,722,0,2024-01-12,2024-02-07,0
lst_000019449,dealer,dlr_000233,Toyota,petrol,manual,2013,13,245993,7719.52,8040.69,-0.0399,23,733,1,2024-03-25,2024-04-22,0
lst_000019450,dealer,dlr_000041,Mercedes,petrol,automatic,2021,5,96392,22732.34,22180.22,0.0249,16,247,1,2025-02-20,2025-03-11,0
lst_000019451,dealer,dlr_000089,Audi,petrol,automatic,2016,10,208481,10750.0,10300.3,0.0437,13,659,0,2024-09-11,2024-10-08,0
lst_000019452,dealer,dlr_000245,Opel,hybrid,manual,2010,16,287983,3235.06,3162.81,0.0228,14,668,1,2024-05-09,2024-06-23,0
lst_000019453,dealer,dlr_000139,Opel,diesel,automatic,2020,6,81762,13202.36,13255.76,-0.004,23,175,0,2025-10-03,2025-10-29,0
lst_000019454,dealer,dlr_000084,Hyundai,petrol,automatic,2020,6,112431,14140.13,13719.32,0.0307,16,606,0,2024-12-25,2025-01-14,0
lst_000019455,dealer,dlr_000161,Hyundai,petrol,automatic,2014,12,183557,6797.83,6570.45,0.0346,21,952,1,2025-01-26,2025-02-18,0
lst_000019456,dealer,dlr_000210,BMW,petrol,manual,2015,11,187819,10723.11,10325.08,0.0385,11,334,1,2025-11-29,2025-12-17,0
lst_000019457,dealer,dlr_000128,Fiat,petrol,manual,2012,14,263966,4101.75,3989.24,0.0282,20,738,0,2025-04-04,2025-04-29,0
lst_000019458,dealer,dlr_000060,Fiat,diesel,manual,2008,18,331580,1946.4,1961.07,-0.0075,18,401,0,2024-05-21,2024-05-31,0
lst_000019459,dealer,dlr_000035,Ford,electric,automatic,2017,9,204171,10888.31,10665.53,0.0209,11,660,0,2024-06-07,2024-07-03,0
lst_000019460,dealer,dlr_000069,VW,hybrid,automatic,2024,2,26442,24377.41,23443.59,0.0398,13,1083,0,2023-12-16,2023-12-31,0
lst_000019461,dealer,dlr_000066,Mercedes,diesel,manual,2015,11,232397,11873.99,11434.81,0.0384,19,960,0,2024-04-09,2024-05-21,0
lst_000019462,dealer,dlr_000038,Audi,petrol,automatic,2023,3,46633,25352.51,25894.25,-0.0209,16,446,1,2025-05-22,2025-06-19,0
lst_000019463,dealer,dlr_000246,BMW,petrol,automatic,2009,17,341626,4722.63,4621.75,0.0218,7,408,0,2024-09-17,2024-10-06,0
lst_000019464,dealer,dlr_000121,Fiat,diesel,manual,2021,5,103752,13880.16,13845.08,0.0025,11,410,0,2023-11-22,2023-12-07,0
lst_000019465,dealer,dlr_000253,Peugeot,diesel,manual,2021,5,94675,16687.81,16122.53,0.0351,20,721,0,2023-09-13,2023-10-15,0
lst_000019466,private,,Fiat,petrol,manual,2014,12,205046,5647.76,5694.98,-0.0083,9,421,0,2025-03-26,2025-04-15,0
lst_000019467,dealer,dlr_000001,Toyota,petrol,automatic,2012,14,176860,6294.36,5932.78,0.0609,10,587,0,2023-08-03,2023-09-01,0
lst_000019468,dealer,dlr_000167,Skoda,diesel,manual,2025,1,29340,26234.49,25317.08,0.0362,14,647,0,2025-03-26,2025-05-03,0
lst_000019469,dealer,dlr_000184,BMW,electric,manual,2018,8,157702,14408.52,14326.04,0.0058,16,364,1,2024-04-17,2024-05-31,0
lst_000019470,private,,Hyundai,diesel,manual,2017,9,150099,8789.09,9275.69,-0.0525,14,901,0,2024-03-21,2024-05-16,0
lst_000019471,dealer,dlr_000195,VW,hybrid,automatic,2014,12,197321,7762.19,7772.63,-0.0013,21,514,1,2025-03-29,2025-04-19,0
lst_000019472,dealer,dlr_000138,Audi,diesel,manual,2021,5,90581,20618.52,19757.98,0.0436,14,44,0,2025-02-28,2025-04-15,0
lst_000019473,private,,VW,diesel,automatic,2016,10,183928,11004.1,10982.86,0.0019,11,662,0,2025-01-03,2025-01-26,0
lst_000019474,private,,VW,hybrid,automatic,2012,14,296262,4477.87,4509.84,-0.0071,13,755,0,2025-05-10,2025-06-19,0
lst_000019475,dealer,dlr_000030,Peugeot,diesel,manual,2022,4,0,16124.47,15582.82,0.0348,19,484,0,2024-02-21,2024-03-07,0
lst_000019476,dealer,dlr_000015,VW,petrol,manual,2025,1,0,27651.78,27901.17,-0.0089,7,1023,1,2025-12-04,2026-01-06,0
lst_000019477,dealer,dlr_000143,Mercedes,electric,automatic,2018,8,103882,14082.91,14550.15,-0.0321,12,111,0,2025-07-01,2025-07-27,0
lst_000019478,dealer,dlr_000138,Audi,petrol,automatic,2014,12,222616,7909.08,7721.15,0.0243,18,720,1,2024-12-06,2025-02-25,0
lst_000019479,dealer,dlr_000247,Opel,petrol,manual,2009,17,291202,3580.9,3375.03,0.061,12,499,0,2023-08-11,2023-08-28,0
lst_000019480,private,,Hyundai,hybrid,manual,2011,15,281253,4455.87,4632.88,-0.0382,13,652,0,2023-09-20,2023-10-02,0
lst_000019481,dealer,dlr_000155,Ford,hybrid,automatic,2023,3,46676,22309.73,21102.03,0.0572,8,718,0,2025-08-15,2025-08-30,0
lst_000019482,dealer,dlr_000105,Renault,electric,automatic,2018,8,181204,11228.28,10873.16,0.0327,16,720,0,2024-07-30,2024-08-19,0
lst_000019483,dealer,dlr_000206,Ford,diesel,manual,2014,12,188694,7604.8,7481.16,0.0165,10,500,0,2024-09-30,2024-10-21,0
lst_000019484,dealer,dlr_000208,Fiat,diesel,automatic,2022,4,79674,16442.68,16190.23,0.0156,16,315,0,2025-01-12,2025-02-13,0
lst_000019485,private,,Peugeot,hybrid,manual,2018,8,152518,9592.5,10016.66,-0.0423,19,575,0,2025-10-13,2025-11-11,0
lst_000019486,dealer,dlr_000070,Peugeot,diesel,automatic,2019,7,125455,11197.34,11184.46,0.0012,9,242,0,2025-11-19,2025-12-22,0
lst_000019487,dealer,dlr_000161,Toyota,petrol,automatic,2016,10,188035,10982.47,10086.83,0.0888,5,680,0,2024-01-04,2024-02-05,0
lst_000019488,dealer,dlr_000008,VW,petrol,automatic,2013,13,242413,5366.46,5099.12,0.0524,15,42,0,2025-06-18,2025-06-26,0
